Seq,MPA_touchi,MPA,Percentage,Area
60055,2,CharlieGibbs,0,0
60056,2,CharlieGibbs,0,0
60057,2,CharlieGibbs,0,0
60058,2,CharlieGibbs,0,0
60059,2,CharlieGibbs,0,0
60060,2,CharlieGibbs,0,0
60061,2,CharlieGibbs,0,0
60062,2,CharlieGibbs,0,0
60063,2,CharlieGibbs,0,0
60064,2,CharlieGibbs,0,0
60065,2,CharlieGibbs,0,0
60066,2,CharlieGibbs,0,0
60067,2,CharlieGibbs,0,0
60068,2,CharlieGibbs,0,0
112946,2,Palau,0,0
112947,2,Palau,0,0
112948,2,Palau,0,0
112949,2,Palau,0,0
112950,2,Palau,0,0
112951,2,Palau,0,0
112952,2,Palau,0,0
113664,2,Palau,0,0
113665,2,Palau,0,0
113666,2,Palau,0,0
113667,1,Palau,0.20354827,0.050887068
113668,1,Palau,0.588817284,0.147204321
113669,1,Palau,0.808037289,0.202009322
113670,1,Palau,0.875149443,0.218787361
113671,1,Palau,0.581945231,0.145486308
113672,2,Palau,0,0
113673,2,Palau,0,0
114383,2,Palau,0,0
114384,2,Palau,0,0
114385,1,Palau,0.027040002,0.00676
114386,1,Palau,0.604556914,0.151139228
114387,1,Palau,0.99700133,0.249250333
114388,1,Palau,1,0.25
114389,1,Palau,1,0.25
114390,1,Palau,1,0.25
114391,1,Palau,0.984596968,0.246149242
114392,1,Palau,0.117134863,0.029283716
114393,2,Palau,0,0
115103,2,Palau,0,0
115104,1,Palau,0.00635929,0.001589823
115105,1,Palau,0.68935902,0.172339755
115106,1,Palau,1,0.25
115107,1,Palau,1,0.25
115108,1,Palau,1,0.25
115109,1,Palau,1,0.25
115110,1,Palau,1,0.25
115111,1,Palau,1,0.25
115112,1,Palau,0.469139677,0.117284919
115113,2,Palau,0,0
115822,2,Palau,0,0
115823,2,Palau,0,0
115824,1,Palau,0.399709492,0.099927373
115825,1,Palau,1,0.25
115826,1,Palau,1,0.25
115827,1,Palau,1,0.25
115828,1,Palau,1,0.25
115829,1,Palau,1,0.25
115830,1,Palau,1,0.25
115831,1,Palau,1,0.25
115832,1,Palau,0.640224076,0.160056019
115833,2,Palau,0,0
116542,2,Palau,0,0
116543,1,Palau,0.032933092,0.008233273
116544,1,Palau,0.876230598,0.219057649
116545,1,Palau,1,0.25
116546,1,Palau,1,0.25
116547,1,Palau,1,0.25
116548,1,Palau,1,0.25
116549,1,Palau,0.997775412,0.249443853
116550,1,Palau,0.659458296,0.164864574
116551,1,Palau,0.59813464,0.14953366
116552,1,Palau,0.458445536,0.114611384
116553,2,Palau,0,0
117260,2,Palau,0,0
117261,2,Palau,0,0
117262,2,Palau,0,0
117263,1,Palau,0.46814048,0.11703512
117264,1,Palau,1,0.25
117265,1,Palau,1,0.25
117266,1,Palau,1,0.25
117267,1,Palau,1,0.25
117268,1,Palau,0.99924202,0.249810505
117269,1,Palau,0.409766852,0.102441713
117270,2,Palau,0,0
117271,2,Palau,0,0
117272,2,Palau,0,0
117273,2,Palau,0,0
117979,2,Palau,0,0
117980,2,Palau,0,0
117981,1,Palau,0.159018344,0.039754586
117982,1,Palau,0.720687019,0.180171755
117983,1,Palau,0.996611059,0.249152765
117984,1,Palau,1,0.25
117985,1,Palau,1,0.25
117986,1,Palau,1,0.25
117987,1,Palau,1,0.25
117988,1,Palau,0.785538931,0.196384733
117989,2,Palau,0,0
117990,2,Palau,0,0
118699,2,Palau,0,0
118700,1,Palau,0.151937205,0.037984301
118701,1,Palau,0.954688934,0.238672233
118702,1,Palau,1,0.25
118703,1,Palau,1,0.25
118704,1,Palau,1,0.25
118705,1,Palau,1,0.25
118706,1,Palau,1,0.25
118707,1,Palau,0.995065518,0.24876638
118708,1,Palau,0.220377747,0.055094437
118709,2,Palau,0,0
119418,2,Palau,0,0
119419,2,Palau,0,0
119420,1,Palau,0.558824924,0.139706231
119421,1,Palau,1,0.25
119422,1,Palau,1,0.25
119423,1,Palau,1,0.25
119424,1,Palau,1,0.25
119425,1,Palau,1,0.25
119426,1,Palau,1,0.25
119427,1,Palau,0.740656688,0.185164172
119428,2,Palau,0,0
119429,2,Palau,0,0
120138,2,Palau,0,0
120139,1,Palau,0.002288333,0.000572083
120140,1,Palau,0.924875895,0.231218974
120141,1,Palau,1,0.25
120142,1,Palau,1,0.25
120143,1,Palau,1,0.25
120144,1,Palau,1,0.25
120145,1,Palau,1,0.25
120146,1,Palau,1,0.25
120147,1,Palau,0.629901756,0.157475439
120148,2,Palau,0,0
120149,2,Palau,0,0
120150,2,Palau,0,0
120151,2,Palau,0,0
120152,2,Palau,0,0
120153,2,Palau,0,0
120154,2,Palau,0,0
120155,2,Palau,0,0
120858,2,Palau,0,0
120859,2,Palau,0,0
120860,1,Palau,0.91889092,0.22972273
120861,1,Palau,1,0.25
120862,1,Palau,1,0.25
120863,1,Palau,1,0.25
120864,1,Palau,1,0.25
120865,1,Palau,1,0.25
120866,1,Palau,1,0.25
120867,1,Palau,0.958678847,0.239669712
120868,1,Palau,0.314808081,0.07870202
120869,1,Palau,0.095107844,0.023776961
120870,1,Palau,0.092627636,0.023156909
120871,1,Palau,0.092032278,0.02300807
120872,1,Palau,0.09143692,0.02285923
120873,1,Palau,0.09084156,0.02271039
120874,1,Palau,0.025332203,0.006333051
120875,2,Palau,0,0
121579,2,Palau,0,0
121580,1,Palau,0.851748488,0.212937122
121581,1,Palau,1,0.25
121582,1,Palau,1,0.25
121583,1,Palau,1,0.25
121584,1,Palau,1,0.25
121585,1,Palau,0.953157791,0.238289448
121586,1,Palau,1,0.25
121587,1,Palau,1,0.25
121588,1,Palau,1,0.25
121589,1,Palau,1,0.25
121590,1,Palau,1,0.25
121591,1,Palau,1,0.25
121592,1,Palau,1,0.25
121593,1,Palau,1,0.25
121594,1,Palau,0.460341913,0.115085478
121595,2,Palau,0,0
122299,2,Palau,0,0
122300,1,Palau,0.869384832,0.217346208
122301,1,Palau,1,0.25
122302,1,Palau,1,0.25
122303,1,Palau,1,0.25
122304,1,Palau,1,0.25
122305,1,Palau,0.462072616,0.115518154
122306,1,Palau,1,0.25
122307,1,Palau,1,0.25
122308,1,Palau,1,0.25
122309,1,Palau,1,0.25
122310,1,Palau,1,0.25
122311,1,Palau,1,0.25
122312,1,Palau,1,0.25
122313,1,Palau,1,0.25
122314,1,Palau,0.791004828,0.197751207
122315,2,Palau,0,0
123019,2,Palau,0,0
123020,1,Palau,0.825749348,0.206437337
123021,1,Palau,1,0.25
123022,1,Palau,1,0.25
123023,1,Palau,1,0.25
123024,1,Palau,0.699806375,0.174951594
123025,1,Palau,0.77929564,0.19482391
123026,1,Palau,1,0.25
123027,1,Palau,1,0.25
123028,1,Palau,1,0.25
123029,1,Palau,1,0.25
123030,1,Palau,1,0.25
123031,1,Palau,1,0.25
123032,1,Palau,1,0.25
123033,1,Palau,0.999923359,0.24998084
123034,1,Palau,0.495444552,0.123861138
123035,2,Palau,0,0
123739,2,Palau,0,0
123740,1,Palau,0.673892504,0.168473126
123741,1,Palau,1,0.25
123742,1,Palau,1,0.25
123743,1,Palau,1,0.25
123744,1,Palau,0.978215826,0.244553956
123745,1,Palau,0.474144845,0.118536211
123746,1,Palau,0.992925584,0.248231396
123747,1,Palau,1,0.25
123748,1,Palau,1,0.25
123749,1,Palau,1,0.25
123750,1,Palau,1,0.25
123751,1,Palau,1,0.25
123752,1,Palau,0.96748237,0.241870592
123753,1,Palau,0.415188038,0.103797009
123754,2,Palau,0,0
123755,2,Palau,0,0
124459,2,Palau,0,0
124460,1,Palau,0.531563856,0.132890964
124461,1,Palau,1,0.25
124462,1,Palau,1,0.25
124463,1,Palau,1,0.25
124464,1,Palau,1,0.25
124465,1,Palau,1,0.25
124466,1,Palau,1,0.25
124467,1,Palau,1,0.25
124468,1,Palau,1,0.25
124469,1,Palau,1,0.25
124470,1,Palau,0.950433745,0.237608436
124471,1,Palau,0.471179319,0.11779483
124472,1,Palau,0.065168473,0.016292118
124473,2,Palau,0,0
124474,2,Palau,0,0
125179,2,Palau,0,0
125180,1,Palau,0.355521047,0.088880262
125181,1,Palau,1,0.25
125182,1,Palau,0.991027757,0.247756939
125183,1,Palau,0.728356605,0.182089151
125184,1,Palau,0.721538322,0.180384581
125185,1,Palau,0.99603494,0.249008735
125186,1,Palau,1,0.25
125187,1,Palau,1,0.25
125188,1,Palau,0.994870605,0.248717651
125189,1,Palau,0.631618785,0.157904696
125190,1,Palau,0.099651584,0.024912896
125191,2,Palau,0,0
125192,2,Palau,0,0
125193,2,Palau,0,0
125899,2,Palau,0,0
125900,1,Palau,0.152794018,0.038198505
125901,1,Palau,1,0.25
125902,1,Palau,0.992873703,0.248218426
125903,1,Palau,0.75440996,0.18860249
125904,1,Palau,0.573133234,0.143283309
125905,1,Palau,0.99601571,0.249003928
125906,1,Palau,1,0.25
125907,1,Palau,0.999897652,0.249974414
125908,1,Palau,0.400645262,0.100161316
125909,2,Palau,0,0
125910,2,Palau,0,0
125911,2,Palau,0,0
126619,2,Palau,0,0
126620,1,Palau,0.006834201,0.00170855
126621,1,Palau,0.933780124,0.233445031
126622,1,Palau,0.962208381,0.240552095
126623,1,Palau,0.938382703,0.234595676
126624,1,Palau,1,0.25
126625,1,Palau,1,0.25
126626,1,Palau,1,0.25
126627,1,Palau,0.57534191,0.143835478
126628,2,Palau,0,0
126629,2,Palau,0,0
127339,2,Palau,0,0
127340,2,Palau,0,0
127341,1,Palau,0.003883191,0.000970798
127342,2,Palau,0,0
127343,1,Palau,0.000169712,4.24279E-05
127344,1,Palau,0.142452806,0.035613202
127345,1,Palau,0.408519964,0.102129991
127346,1,Palau,0.5524067,0.138101675
127347,1,Palau,0.016266781,0.004066695
127348,2,Palau,0,0
128060,2,Palau,0,0
128061,2,Palau,0,0
128062,2,Palau,0,0
128063,2,Palau,0,0
128064,2,Palau,0,0
128065,2,Palau,0,0
128066,2,Palau,0,0
128067,2,Palau,0,0
128068,2,Palau,0,0
143926,2,GreatBarrierReef,0,0
143927,2,GreatBarrierReef,0,0
143928,2,GreatBarrierReef,0,0
144644,2,GreatBarrierReef,0,0
144645,2,GreatBarrierReef,0,0
144646,2,GreatBarrierReef,0,0
144647,1,GreatBarrierReef,3.7946E-06,9.4865E-07
144648,2,GreatBarrierReef,0,0
144649,2,GreatBarrierReef,0,0
144650,2,GreatBarrierReef,0,0
144651,2,GreatBarrierReef,0,0
144652,2,GreatBarrierReef,0,0
145364,2,GreatBarrierReef,0,0
145365,1,GreatBarrierReef,0.000996139,0.000249035
145366,1,GreatBarrierReef,1,0.295324318
145367,1,GreatBarrierReef,1,0.315813412
145368,1,GreatBarrierReef,1,0.314032212
145369,1,GreatBarrierReef,1,0.315372777
145370,1,GreatBarrierReef,1,0.317111658
145371,1,GreatBarrierReef,0.002689452,0.000672363
145372,2,GreatBarrierReef,0,0
146084,2,GreatBarrierReef,0,0
146085,2,GreatBarrierReef,0,0
146086,1,GreatBarrierReef,1,0.251263022
146087,1,GreatBarrierReef,1,0.545996284
146088,1,GreatBarrierReef,1,0.51754451
146089,1,GreatBarrierReef,1,0.505966612
146090,1,GreatBarrierReef,1,0.5
146091,1,GreatBarrierReef,0.004232825,0.001058206
146092,2,GreatBarrierReef,0,0
146805,2,GreatBarrierReef,0,0
146806,1,GreatBarrierReef,0.657802978,0.164450745
146807,1,GreatBarrierReef,1,0.57366291
146808,1,GreatBarrierReef,1,0.530879661
146809,1,GreatBarrierReef,1,0.507328922
146810,1,GreatBarrierReef,1,0.5
146811,1,GreatBarrierReef,0.004249462,0.001062365
146812,2,GreatBarrierReef,0,0
147525,2,GreatBarrierReef,0,0
147526,2,GreatBarrierReef,0,0
147527,1,GreatBarrierReef,1,0.466195368
147528,1,GreatBarrierReef,1,0.513032444
147529,1,GreatBarrierReef,1,0.500000006
147530,1,GreatBarrierReef,1,0.5
147531,1,GreatBarrierReef,0.004257349,0.001064337
147532,2,GreatBarrierReef,0,0
148246,2,GreatBarrierReef,0,0
148247,1,GreatBarrierReef,0.567571985,0.141892996
148248,1,GreatBarrierReef,1,0.56974126
148249,1,GreatBarrierReef,1,0.5
148250,1,GreatBarrierReef,1,0.5
148251,1,GreatBarrierReef,0.004265979,0.001066495
148252,2,GreatBarrierReef,0,0
148966,2,GreatBarrierReef,0,0
148967,2,GreatBarrierReef,0,0
148968,1,GreatBarrierReef,1,0.57071141
148969,1,GreatBarrierReef,1,0.505907233
148970,1,GreatBarrierReef,1,0.5
148971,1,GreatBarrierReef,0.504333699,0.126083425
148972,2,GreatBarrierReef,0,0
148973,2,GreatBarrierReef,0,0
149687,2,GreatBarrierReef,0,0
149688,1,GreatBarrierReef,1,0.540344864
149689,1,GreatBarrierReef,1,0.541802425
149690,1,GreatBarrierReef,1,0.509686496
149691,1,GreatBarrierReef,1,0.375036742
149692,1,GreatBarrierReef,2.18699E-08,5.46747E-09
149693,2,GreatBarrierReef,0,0
150407,2,GreatBarrierReef,0,0
150408,1,GreatBarrierReef,1,0.307696685
150409,1,GreatBarrierReef,1,0.404295695
150410,1,GreatBarrierReef,1,0.527756184
150411,1,GreatBarrierReef,1,0.500947713
150412,1,GreatBarrierReef,0.498738967,0.124684742
150413,2,GreatBarrierReef,0,0
150414,2,GreatBarrierReef,0,0
151127,2,GreatBarrierReef,0,0
151128,2,GreatBarrierReef,0,0
151129,2,GreatBarrierReef,0,0
151130,1,GreatBarrierReef,0.458818199,0.11470455
151131,1,GreatBarrierReef,1,0.543062299
151132,1,GreatBarrierReef,1,0.40250632
151133,1,GreatBarrierReef,2.51826E-05,6.29565E-06
151134,2,GreatBarrierReef,0,0
151849,2,GreatBarrierReef,0,0
151850,2,GreatBarrierReef,0,0
151851,1,GreatBarrierReef,1,0.301764592
151852,1,GreatBarrierReef,1,0.525354429
151853,1,GreatBarrierReef,0.404304537,0.101076134
151854,2,GreatBarrierReef,0,0
152570,2,GreatBarrierReef,0,0
152571,1,GreatBarrierReef,0.805519287,0.201379822
152572,1,GreatBarrierReef,1,0.525982817
152573,1,GreatBarrierReef,1,0.300259673
152574,2,GreatBarrierReef,0,0
152575,2,GreatBarrierReef,0,0
153290,2,GreatBarrierReef,0,0
153291,1,GreatBarrierReef,0.325681683,0.081420421
153292,1,GreatBarrierReef,1,0.547602642
153293,1,GreatBarrierReef,1,0.474982194
153294,1,GreatBarrierReef,0.099958254,0.024989564
153295,2,GreatBarrierReef,0,0
154010,2,GreatBarrierReef,0,0
154011,1,GreatBarrierReef,0.015180569,0.003795142
154012,1,GreatBarrierReef,1,0.379459358
154013,1,GreatBarrierReef,1,0.522007506
154014,1,GreatBarrierReef,0.800938784,0.200234696
154015,2,GreatBarrierReef,0,0
154016,2,GreatBarrierReef,0,0
154730,2,GreatBarrierReef,0,0
154731,2,GreatBarrierReef,0,0
154732,1,GreatBarrierReef,0.207926234,0.051981558
154733,1,GreatBarrierReef,1,0.508508197
154734,1,GreatBarrierReef,1,0.401052192
154735,1,GreatBarrierReef,3.88701E-05,9.71753E-06
154736,2,GreatBarrierReef,0,0
154737,2,GreatBarrierReef,0,0
155451,2,GreatBarrierReef,0,0
155452,2,GreatBarrierReef,0,0
155453,1,GreatBarrierReef,1,0.437565888
155454,1,GreatBarrierReef,1,0.514089404
155455,1,GreatBarrierReef,1,0.347764214
155456,1,GreatBarrierReef,0.249577561,0.06239439
155457,2,GreatBarrierReef,0,0
155458,2,GreatBarrierReef,0,0
155459,2,GreatBarrierReef,0,0
156172,2,GreatBarrierReef,0,0
156173,1,GreatBarrierReef,1,0.437695626
156174,1,GreatBarrierReef,1,0.526329323
156175,1,GreatBarrierReef,1,0.50430317
156176,1,GreatBarrierReef,1,0.480424461
156177,1,GreatBarrierReef,0.959198912,0.239799728
156178,1,GreatBarrierReef,0.05240395,0.013100987
156179,2,GreatBarrierReef,0,0
156180,2,GreatBarrierReef,0,0
156892,2,GreatBarrierReef,0,0
156893,1,GreatBarrierReef,0.846781201,0.2116953
156894,1,GreatBarrierReef,1,0.530394936
156895,1,GreatBarrierReef,1,0.50854758
156896,1,GreatBarrierReef,1,0.506793036
156897,1,GreatBarrierReef,1,0.5
156898,1,GreatBarrierReef,1,0.424868293
156899,1,GreatBarrierReef,0.550628427,0.137657107
156900,2,GreatBarrierReef,0,0
156901,2,GreatBarrierReef,0,0
156902,2,GreatBarrierReef,0,0
157612,2,GreatBarrierReef,0,0
157613,1,GreatBarrierReef,0.067310453,0.016827613
157614,1,GreatBarrierReef,0.949107999,0.237277
157615,1,GreatBarrierReef,1,0.464389686
157616,1,GreatBarrierReef,1,0.504524183
157617,1,GreatBarrierReef,1,0.499986621
157618,1,GreatBarrierReef,1,0.499998678
157619,1,GreatBarrierReef,1,0.499678539
157620,1,GreatBarrierReef,1,0.337907665
157621,1,GreatBarrierReef,0.23878762,0.059696905
157622,2,GreatBarrierReef,0,0
157623,2,GreatBarrierReef,0,0
157624,2,GreatBarrierReef,0,0
158332,2,GreatBarrierReef,0,0
158333,2,GreatBarrierReef,0,0
158334,2,GreatBarrierReef,0,0
158335,2,GreatBarrierReef,0,0
158336,1,GreatBarrierReef,1,0.327218206
158337,1,GreatBarrierReef,1,0.489291404
158338,1,GreatBarrierReef,1,0.501368628
158339,1,GreatBarrierReef,1,0.503794593
158340,1,GreatBarrierReef,1,0.50400916
158341,1,GreatBarrierReef,1,0.4800011
158342,1,GreatBarrierReef,0.980350072,0.245087518
158343,1,GreatBarrierReef,0.069790691,0.017447673
158344,2,GreatBarrierReef,0,0
158345,2,GreatBarrierReef,0,0
158346,2,GreatBarrierReef,0,0
159055,2,GreatBarrierReef,0,0
159056,2,GreatBarrierReef,0,0
159057,1,GreatBarrierReef,0.313529314,0.078382328
159058,1,GreatBarrierReef,1,0.425114361
159059,1,GreatBarrierReef,1,0.547406773
159060,1,GreatBarrierReef,1,0.499997408
159061,1,GreatBarrierReef,1,0.5
159062,1,GreatBarrierReef,1,0.499999994
159063,1,GreatBarrierReef,1,0.438662624
159064,1,GreatBarrierReef,0.673882587,0.168470647
159065,1,GreatBarrierReef,0.004460035,0.001115009
159066,2,GreatBarrierReef,0,0
159067,2,GreatBarrierReef,0,0
159776,2,GreatBarrierReef,0,0
159777,2,GreatBarrierReef,0,0
159778,1,GreatBarrierReef,1,0.287463866
159779,1,GreatBarrierReef,1,0.665325148
159780,1,GreatBarrierReef,1,0.556040787
159781,1,GreatBarrierReef,1,0.512810973
159782,1,GreatBarrierReef,1,0.500000002
159783,1,GreatBarrierReef,1,0.507804307
159784,1,GreatBarrierReef,1,0.5
159785,1,GreatBarrierReef,1,0.402203833
159786,1,GreatBarrierReef,0.404962378,0.101240594
159787,2,GreatBarrierReef,0,0
159788,2,GreatBarrierReef,0,0
160497,2,GreatBarrierReef,0,0
160498,1,GreatBarrierReef,5.34216E-05,1.33554E-05
160499,1,GreatBarrierReef,1,0.271732136
160500,1,GreatBarrierReef,1,0.58619116
160501,1,GreatBarrierReef,1,0.518688324
160502,1,GreatBarrierReef,1,0.515337748
160503,1,GreatBarrierReef,1,0.512551203
160504,1,GreatBarrierReef,1,0.538505375
160505,1,GreatBarrierReef,1,0.599399602
160506,1,GreatBarrierReef,1,0.499920755
160507,1,GreatBarrierReef,0.066150395,0.016537599
160508,2,GreatBarrierReef,0,0
161217,2,GreatBarrierReef,0,0
161218,2,GreatBarrierReef,0,0
161219,1,GreatBarrierReef,0.301263257,0.075315814
161220,1,GreatBarrierReef,1,0.747151449
161221,1,GreatBarrierReef,1,0.710819245
161222,1,GreatBarrierReef,1,0.526135677
161223,1,GreatBarrierReef,1,0.507795817
161224,1,GreatBarrierReef,1,0.504134359
161225,1,GreatBarrierReef,1,0.567358754
161226,1,GreatBarrierReef,1,0.523924261
161227,1,GreatBarrierReef,0.591716575,0.147929144
161228,2,GreatBarrierReef,0,0
161938,2,GreatBarrierReef,0,0
161939,1,GreatBarrierReef,9.32554E-05,2.33138E-05
161940,1,GreatBarrierReef,1,0.483615373
161941,1,GreatBarrierReef,1,0.528380783
161942,1,GreatBarrierReef,1,0.532145871
161943,1,GreatBarrierReef,1,0.500000001
161944,1,GreatBarrierReef,1,0.499999995
161945,1,GreatBarrierReef,1,0.509220599
161946,1,GreatBarrierReef,1,0.537672077
161947,1,GreatBarrierReef,1,0.301791167
161948,2,GreatBarrierReef,0,0
161949,2,GreatBarrierReef,0,0
162658,2,GreatBarrierReef,0,0
162659,2,GreatBarrierReef,0,0
162660,1,GreatBarrierReef,0.039298242,0.00982456
162661,1,GreatBarrierReef,0.048504925,0.012126231
162662,1,GreatBarrierReef,1,0.268985449
162663,1,GreatBarrierReef,1,0.500000001
162664,1,GreatBarrierReef,1,0.500793026
162665,1,GreatBarrierReef,1,0.500045426
162666,1,GreatBarrierReef,1,0.5
162667,1,GreatBarrierReef,1,0.452532291
162668,1,GreatBarrierReef,0.014768483,0.003692121
162669,2,GreatBarrierReef,0,0
163379,2,GreatBarrierReef,0,0
163380,2,GreatBarrierReef,0,0
163381,2,GreatBarrierReef,0,0
163382,1,GreatBarrierReef,1,0.278604362
163383,1,GreatBarrierReef,1,0.550888379
163384,1,GreatBarrierReef,1,0.749187618
163385,1,GreatBarrierReef,1,0.619923477
163386,1,GreatBarrierReef,1,0.5
163387,1,GreatBarrierReef,1,0.5
163388,1,GreatBarrierReef,0.445001434,0.111250358
163389,2,GreatBarrierReef,0,0
164101,2,GreatBarrierReef,0,0
164102,1,GreatBarrierReef,0.085883141,0.021470785
164103,1,GreatBarrierReef,1,0.279505978
164104,1,GreatBarrierReef,1,0.625845588
164105,1,GreatBarrierReef,1,0.71876675
164106,1,GreatBarrierReef,1,0.582033704
164107,1,GreatBarrierReef,1,0.5
164108,1,GreatBarrierReef,1,0.266885839
164109,2,GreatBarrierReef,0,0
164110,2,GreatBarrierReef,0,0
164821,2,GreatBarrierReef,0,0
164822,2,GreatBarrierReef,0,0
164823,1,GreatBarrierReef,0.035691107,0.008922777
164824,1,GreatBarrierReef,0.55976881,0.139942203
164825,1,GreatBarrierReef,1,0.513503847
164826,1,GreatBarrierReef,1,0.603064244
164827,1,GreatBarrierReef,1,0.502315246
164828,1,GreatBarrierReef,1,0.42155375
164829,1,GreatBarrierReef,1.27299E-05,3.18247E-06
164830,2,GreatBarrierReef,0,0
165542,2,GreatBarrierReef,0,0
165543,2,GreatBarrierReef,0,0
165544,2,GreatBarrierReef,0,0
165545,2,GreatBarrierReef,0,0
165546,2,GreatBarrierReef,0,0
165547,2,GreatBarrierReef,0,0
165548,2,GreatBarrierReef,0,0
165549,2,GreatBarrierReef,0,0
165550,2,GreatBarrierReef,0,0
